tree_bonsai,tree_undata_energy_balance,comment,prefixed_id,skos_uri
A_TEXT,B26_121,many-to-one correspondence,d30a8102-eb5a-4566-b59f-ac373f720e1c,http://www.w3.org/2004/02/skos/core#closeMatch
A_WOOD,B26_121,many-to-many correspondence,11451186-91ef-46db-8d72-e94c2ae983e9,http://www.w3.org/2004/02/skos/core#relatedMatch
A_STEL,B27_1211,many-to-many correspondence,5ced3b3e-cae4-43a4-aaad-5b9859e31fcd,http://www.w3.org/2004/02/skos/core#relatedMatch
A_STEW,B27_1211,many-to-many correspondence,7ac9671f-c274-4861-b776-de082f2a29e7,http://www.w3.org/2004/02/skos/core#relatedMatch
A_CHEM,B28_1213,many-to-many correspondence,700510b8-4286-49c0-9662-ee466a759d00,http://www.w3.org/2004/02/skos/core#relatedMatch
A_CHMF,B28_1213,many-to-one correspondence,c9fd8d52-0e22-4223-9ae2-5188553065fb,http://www.w3.org/2004/02/skos/core#closeMatch
A_NIKO,B29_1214a,many-to-one correspondence,3b72c132-0ff4-4707-b586-b36413db0f70,http://www.w3.org/2004/02/skos/core#closeMatch
A_ONFM,B29_1214a,many-to-one correspondence,47f7d9f2-4531-46bc-86f7-bd5564cfd7fb,http://www.w3.org/2004/02/skos/core#closeMatch
A_ONFO,B29_1214a,many-to-one correspondence,1155e681-76d4-4a7c-a3ae-82428396b869,http://www.w3.org/2004/02/skos/core#closeMatch
A_CMNT,B30_1214b,many-to-many correspondence,ff9da1ad-5685-4e0f-84a2-ef0730774eb4,http://www.w3.org/2004/02/skos/core#relatedMatch
A_CRMC,B30_1214b,many-to-one correspondence,0758a4cd-db9b-41b0-a89f-70d0c687f420,http://www.w3.org/2004/02/skos/core#closeMatch
A_OTRE,B31_1214c,one-to-one correspondence,8a0842ea-73bf-46b5-a586-19abbd608e47,http://www.w3.org/2004/02/skos/core#exactMatch
A_MACH,B32_1214d,one-to-many correspondence,4e9bcc9f-ee94-4f8f-97c6-ca1b1480a27d,http://www.w3.org/2004/02/skos/core#closeMatch
A_COAL,B33_1214e,many-to-one correspondence,26ae639e-38af-434f-8e33-ef02be03ebe7,http://www.w3.org/2004/02/skos/core#closeMatch
A_COPO,B33_1214e,many-to-one correspondence,2289088c-e48d-4c24-b6b2-33129da4cb0e,http://www.w3.org/2004/02/skos/core#closeMatch
A_IRON,B33_1214e,many-to-one correspondence,215f070d-78c0-4abc-941a-3c64aaf8e5c9,http://www.w3.org/2004/02/skos/core#closeMatch
A_SDCL,B33_1214e,many-to-one correspondence,1bb6d753-0f8b-46cb-9c05-fab51820ddd6,http://www.w3.org/2004/02/skos/core#closeMatch
A_STON,B33_1214e,many-to-one correspondence,b34ad157-557f-4ab5-8cfe-60cf3b613de7,http://www.w3.org/2004/02/skos/core#closeMatch
A_PAPE,B35_1214g,many-to-many correspondence,2dff1075-1a7a-428f-b59f-2f73c4cbd7e4,http://www.w3.org/2004/02/skos/core#relatedMatch
A_PULP,B35_1214g,many-to-one correspondence,35698c13-b00c-4d86-b3b2-d42ad08dabaf,http://www.w3.org/2004/02/skos/core#closeMatch
A_WOOD,B36_1214h,many-to-many correspondence,20ef2f7d-57d8-4b00-8f96-dce2efb04943,http://www.w3.org/2004/02/skos/core#relatedMatch
A_WOOW,B36_1214h,many-to-many correspondence,301d22a0-ade4-458d-8a15-b9017a0f7988,http://www.w3.org/2004/02/skos/core#relatedMatch
A_LETH,B37_1214j,many-to-many correspondence,d429aa5d-51d0-4575-a694-9ff4eb8a999c,http://www.w3.org/2004/02/skos/core#relatedMatch
A_TE_RECY,B37_1214j,many-to-one correspondence,050cefd4-4ff1-4999-a1ed-ed821933530d,http://www.w3.org/2004/02/skos/core#closeMatch
A_CONS,B38_1214i,one-to-one correspondence,c8eca26d-3ad3-4d65-8550-bb99cf09903a,http://www.w3.org/2004/02/skos/core#exactMatch
A_TWAS,B40_122,one-to-one correspondence,1448033c-d9a5-48ee-ac2c-4a1c5420efaa,http://www.w3.org/2004/02/skos/core#exactMatch
A_TDMO,B41_1221,one-to-one correspondence,516f67b1-3c0b-4f21-bda8-f4a86485dc23,http://www.w3.org/2004/02/skos/core#exactMatch
A_TRAI,B42_1222,one-to-one correspondence,be92f9be-7bd2-49ae-8cbe-a947f26755d3,http://www.w3.org/2004/02/skos/core#exactMatch
A_TAIR,B43_1223,one-to-one correspondence,edf2fdb8-d332-464b-b385-4429243658d6,http://www.w3.org/2004/02/skos/core#exactMatch
A_TWAI,B44_1224,one-to-one correspondence,ec32337e-588d-4a4a-b1c7-0e3061a675fb,http://www.w3.org/2004/02/skos/core#exactMatch
A_TPIP,B45_1226,one-to-one correspondence,7b92ae00-8e1c-4b4a-8614-2ae1b9838507,http://www.w3.org/2004/02/skos/core#exactMatch
A_TLND,B46_1225,one-to-one correspondence,2496e99e-a2ac-4768-9a0e-7d77b018f350,http://www.w3.org/2004/02/skos/core#exactMatch
A_FORE,B48_1232,one-to-one correspondence,5b208f30-92e3-4d3a-b745-ea5dea7bf119,http://www.w3.org/2004/02/skos/core#exactMatch
F_HOUS,B50_1231,one-to-one correspondence,724499ba-a109-47ae-909e-90664b05d3c9,http://www.w3.org/2004/02/skos/core#exactMatch
