tree_bonsai,tree_iea_energy_balance,comment,prefixed_id,skos_uri
C_KERO,OTHKERO,one-to-one correspondence,bf269a91-d352-4cf7-8170-14832e2015bb,http://www.w3.org/2004/02/skos/core#exactMatch
C_DOIL,NONBIODIES,one-to-one correspondence,11b406a5-912f-4998-8f81-8ec79549f905,http://www.w3.org/2004/02/skos/core#exactMatch
C_FOIL,RESFUEL,one-to-one correspondence,98788fda-f619-4a19-bc89-22a70b2c6e2b,http://www.w3.org/2004/02/skos/core#exactMatch
C_NAPT,NAPHTHA,one-to-one correspondence,1308cdcb-3a09-4892-a7ae-de82a440ce62,http://www.w3.org/2004/02/skos/core#exactMatch
C_WHSP,WHITESP,one-to-one correspondence,a6de4650-47e0-47b1-aff3-054409820f12,http://www.w3.org/2004/02/skos/core#exactMatch
C_LUBR,LUBRIC,one-to-one correspondence,f2f9c4b7-928e-4078-a97b-3a7793e460b4,http://www.w3.org/2004/02/skos/core#exactMatch
C_BITU,BITUMEN,one-to-one correspondence,1c81b181-2b5f-4ac8-b89d-44f163971e8f,http://www.w3.org/2004/02/skos/core#exactMatch
C_PARW,PARWAX,one-to-one correspondence,019b6541-4c18-43fe-b6ec-a4a6a3d3c267,http://www.w3.org/2004/02/skos/core#exactMatch
C_PETC,PETCOKE,one-to-one correspondence,24761fbc-771c-4499-9463-716973233fd3,http://www.w3.org/2004/02/skos/core#exactMatch
C_NSPP,ONONSPEC,one-to-one correspondence,f6a4ad53-4193-4278-b714-991531af461e,http://www.w3.org/2004/02/skos/core#exactMatch
C_industrial_waste,INDWASTE,one-to-one correspondence,c0ba30f2-a2a4-45f7-9939-4ebacea96b93,http://www.w3.org/2004/02/skos/core#exactMatch
C_munic_renew_waste,MUNWASTER,one-to-one correspondence,2adf302a-fd31-441f-a140-43c95d264a77,http://www.w3.org/2004/02/skos/core#exactMatch
C_munic_non_renew_waste,MUNWASTEN,one-to-one correspondence,71efb654-4fb4-40b7-9837-77efc95fc7a0,http://www.w3.org/2004/02/skos/core#exactMatch
C_WOOD,PRIMSBIO,one-to-one correspondence,361e0602-8087-46a9-8eb1-fee6321c9df1,http://www.w3.org/2004/02/skos/core#exactMatch
C_MBIO,BIOGASES,one-to-one correspondence,409616bd-2422-4489-b219-9502c4fc91bf,http://www.w3.org/2004/02/skos/core#exactMatch
C_BIOG,BIOGASOL,one-to-many correspondence,a8a52049-6384-4f82-a289-cac136716573,http://www.w3.org/2004/02/skos/core#closeMatch
C_BIOD,BIODIESEL,one-to-many correspondence,4735c8ec-b52e-41e4-a8d9-b555a9184eb3,http://www.w3.org/2004/02/skos/core#closeMatch
C_BIOD,BIOJETKERO,one-to-many correspondence,6ee65c8c-9779-4ab5-aa8b-8bace2b6a290,http://www.w3.org/2004/02/skos/core#closeMatch
C_BIOG,OBIOLIQ,one-to-many correspondence,724fd888-0361-42b5-86d3-cf64eb6a0099,http://www.w3.org/2004/02/skos/core#closeMatch
C_CHAR,CHARCOAL,one-to-one correspondence,41f6f50e-1eb0-4559-8dbb-d54f10c3eec2,http://www.w3.org/2004/02/skos/core#exactMatch
C_HWAT,SOLARTH,one-to-one correspondence,d7932610-cce9-4cfc-8a1c-584b9898647c,http://www.w3.org/2004/02/skos/core#exactMatch
C_ELEC,ELECTR,one-to-one correspondence,07ceb594-0185-4c0e-891e-a9556a2ec99d,http://www.w3.org/2004/02/skos/core#exactMatch
C_HEAT,HEAT,one-to-one correspondence,09940a8d-f252-42d4-9527-2312c52ed9d4,http://www.w3.org/2004/02/skos/core#exactMatch
